title,artist,link
Reclining Nude Woman (Circa 1965),Euphemia (Fay) S. Wright,./record/122812?highlight=*:*
From Early Italian Poets (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",./record/21001?highlight=*:*
Standing Female Nude (1953),Allan Sutherland,./record/20978?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20730?highlight=*:*
Venus de' Medici,Unknown,./record/20607?highlight=*:*
Small Anatomical Figure,NA,./record/20601?highlight=*:*
Extended Effect (2007),Karin Nogva,./record/99900?highlight=*:*
Portrait of a Man (1956),James Robertson,./record/21186?highlight=*:*
Portrait of a Man with a Book,Irene G. Thomson,./record/22655?highlight=*:*
Untitled (1986),Hilary A. Fisher,./record/21553?highlight=*:*
Unknown (1942),Ian Duff,./record/50579?highlight=*:*
Isabella of Aragon (green) (Post 1912),Unknown,./record/123567?highlight=*:*
Italian Landscape,Leon Francesco Morrocco,./record/122897?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Unknown,./record/20651?highlight=*:*
Extra Light Shoe (2016),Eden Hawkins,./record/99264?highlight=*:*
Replica cast (white) of GE33,Unknown,./record/20652?highlight=*:*
Saucer,Emma Gillies,./record/53656?highlight=*:*
Figure on Stage (1984),Robert A. C. MacLaurin,./record/122741?highlight=*:*
Postgraduate Degree Show 1986 (1986),Robert Adam,./record/21584?highlight=*:*
Unknown (1958),Beatrice Patricia Grimshaw,./record/53480?highlight=*:*
Aux cinq billiards (1963),Ann F Ward,./record/99340?highlight=*:*
Copper Engraving (1949),Alfred Hackney,./record/21826?highlight=*:*
Face on Water,Paul Furneaux,./record/21747?highlight=*:*
Standing Female Nude (1951),NA,./record/21068?highlight=*:*
Untitled (1961),Thora Clyne,./record/112309?highlight=*:*
The Calvaryman (1949),James W. H. Cumming,./record/122885?highlight=*:*
No. 98 (1960),John Johnstone,./record/99256?highlight=*:*
Unknown,Unknown,./record/53538?highlight=*:*
Untitled (Unknown),Unknown,./record/21711?highlight=*:*
Untitled (1969),Richard Easson,./record/99831?highlight=*:*
Horse (1920s),Emma Gillies,./record/53756?highlight=*:*
Unknown (1965),Laura McPherson,./record/50499?highlight=*:*
Cushion,Enid Mason,./record/123302?highlight=*:*
Saucer,Emma Gillies,./record/53633?highlight=*:*
3D impressing (2003),Jenn Schmidt,./record/99952?highlight=*:*
Portrait of a Man (1952),David Michie,./record/21384?highlight=*:*
Unknown (1962),Leslie Johns,./record/50479?highlight=*:*
Unknown (1975),Ruth Stiven,./record/99517?highlight=*:*
Seated Male Nude (1983-1984),Robert Maclaurin,./record/21522?highlight=*:*
Agricultural Tools,Alexander Curtis,./record/21505?highlight=*:*
Abstract Composition with Fabric Collage,Caroline E. L. Wilkinson,./record/22511?highlight=*:*
Head of a Companion of Odysseus,Unknown,./record/20583?highlight=*:*
Running goddess from east pediment of the Parthenon,NA,./record/20636?highlight=*:*
Unknown (1901),George Bain,./record/50458?highlight=*:*
Unknown (Unknown),Unknown,./record/21683?highlight=*:*
Untitled (1962),John Fraser,./record/99819?highlight=*:*
Big Handed Woman with Fur Collar (verso) (1953),Llewella C. Brayne,./record/22706?highlight=*:*
Two Greyhounds (1966-1967),James Fairgrieve,./record/21397?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,./record/21253?highlight=*:*
Espresso Cup (1920s),Emma Gillies,./record/53703?highlight=*:*
Untitled (1997),Rachel Clark,./record/21875?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,./record/21686?highlight=*:*
Man in Spanish Costume (1955),Alexander S Campbell,./record/21317?highlight=*:*
Unknown (1949),Betty Elston,./record/50583?highlight=*:*
Street Scene (1964),Peter Pretsell,./record/21419?highlight=*:*
Three Views of a Standing Male Nude with hand on hip (1948),John Thompson,./record/20845?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,./record/21695?highlight=*:*
Figures in a Landscape Mending Nets (Circa 1952),Dorothy H. N. Forrest,./record/122828?highlight=*:*
Near Limoges (1986),Jo Ganter,./record/21963?highlight=*:*
Unknown (1950),James T. Ferguson,./record/53497?highlight=*:*
Unknown,Hazel Holmes,./record/53598?highlight=*:*
Salmon Abstract,Catherine Fairgrieve,./record/22595?highlight=*:*
Teacup,Emma Gillies,./record/53635?highlight=*:*
Portrait of Man in Red Jacket (1968),Michael Docherty,./record/21178?highlight=*:*
Portrait of a Seated Woman in a Checked Shirt (Circa 1963),Irene G. Thomson,./record/122787?highlight=*:*
Horses from North Frieze of the Parthenon (1836-1837),NA,./record/20716?highlight=*:*
Harbour Scene 'KY16' (1964),John Bellany,./record/20743?highlight=*:*
"Female Faces, Lips and Dots (Circa 1960)",Jennifer M. Hughes,./record/22531?highlight=*:*
Untitled (1982),Alice Carter,./record/21579?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Rentiens,./record/21372?highlight=*:*
Untitled - Portrait of a Man in a Hat (1963),Anthony J Valentine,./record/99441?highlight=*:*
Grey Still Life (1948),Thomas M. B. Watt,./record/22653?highlight=*:*
Portrait of a Woman (1957-1958),Hillary Lewis,./record/21161?highlight=*:*
Unknown (1993),Rolandos Rimkunas,./record/99851?highlight=*:*
Profile of a Woman (1963),Leon Francesco Morrocco,./record/122974?highlight=*:*
Portrait of a Man,Eric Fleming,./record/21521?highlight=*:*
Seated Female Nude (1963),William Gillon,./record/21342?highlight=*:*
Untitled (2007),Jon McNaught,./record/99890?highlight=*:*
Seated Female Nude (Circa 1968),Alan T. Johnston,./record/20748?highlight=*:*
Unknown (NOV 1959),John Gilbert,./record/53493?highlight=*:*
Picnic at the New Bridge (1963),Alexander Moffat,./record/22473?highlight=*:*
Unknown (1952),Maureen Baird,./record/50623?highlight=*:*
Men at Work (1947-1948),Norma G Reid,./record/20829?highlight=*:*
Bathers (1950),Zygmunt Bukowski,./record/122853?highlight=*:*
Portrait of a Woman (1958),Irene M. Fotheringham,./record/22688?highlight=*:*
Untitled (1961),Paresh C. Chakraborty,./record/112305?highlight=*:*
Volterra (Circa 1920),William Crozier 1893-1930,./record/21179?highlight=*:*
Edinburgh Castle,J. McGonigal,./record/122750?highlight=*:*
Car Crash,Tim Stott,./record/93373?highlight=*:*
Untitled (1969),James Fleming,./record/22490?highlight=*:*
Standing Female Nude (31 MAR 1954),John P Busby,./record/21432?highlight=*:*
Opuntia Lencotricha (1993-1994),Jane Watt,./record/99457?highlight=*:*
Still Life in White and Grey,David Giblin,./record/21519?highlight=*:*
Still Life with Teapot (1952),Mollie E N Langlands,./record/22662?highlight=*:*
Untitled (DEC 1970),Kathryn M. Buchan,./record/21869?highlight=*:*
Reclining Female Nude (1960),Jean Ritchie,./record/20789?highlight=*:*
Untitled (1983),Robert Rivers,./record/99807?highlight=*:*
Pale Brushstrokes,Unknown,./record/122759?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,./record/22569?highlight=*:*
Man with Concrete Jungle Record,Garry Campbell,./record/21426?highlight=*:*
"Bank of the Amstel, Amsterdam (30 AUG 1948)",Marjorie Wallace,./record/50448?highlight=*:*
Portrait of a Man (possibly),Claudia Petretti,./record/21441?highlight=*:*
Untitled (1997),Breda Flannagan,./record/21868?highlight=*:*
Putti with Candelabrum (left group),Unknown,./record/20539?highlight=*:*
Two Figures Talking Over a Wall (1967),Margaret Lothian,./record/99271?highlight=*:*
Standing Female Nude (1951),Ruth Wilson,./record/21230?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,./record/20677?highlight=*:*
Untitled,William Breckenridge,./record/21458?highlight=*:*
Untitled (1995),John Wallbank,./record/21714?highlight=*:*
Norwegian Ponies (1953),Mollie E N Langlands,./record/99218?highlight=*:*
Untitled (Unknown),David C Duke,./record/21979?highlight=*:*
144 (2015),Mark Osborne,./record/53774?highlight=*:*
Plate (1920s),Emma Gillies,./record/53704?highlight=*:*
"Funerary Statue of Marcellus, nephew of Augustus",Unknown,./record/20587?highlight=*:*
Untitled (1962),Robert S. Crozier,./record/112312?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,./record/20696?highlight=*:*
Unknown (1960),Robin E. Bownass,./record/50606?highlight=*:*
Untitled (Purple) (2015),Phoebe Mitchell,./record/53778?highlight=*:*
Oscillation Three (2015),Mark Osborne,./record/53776?highlight=*:*
Untitled (1983),Robert Rivers,./record/99805?highlight=*:*
Seated Nude (Circa 1988),George M. Glen,./record/122705?highlight=*:*
Man in Night Street Scene (1987),Martin Kane,./record/122754?highlight=*:*
Abstract Pale Landscape,Laura Drever,./record/22594?highlight=*:*
Seated Male Nude (1954),Robert Fraser,./record/21243?highlight=*:*
Untitled,Unknown,./record/99861?highlight=*:*
Seated Male Nude (1961),Gwendoline Rodger,./record/21289?highlight=*:*
Schizophrenia (2007),Laura Guoke,./record/99903?highlight=*:*
Three Men and a Snake (Unknown),Robert Rivers,./record/21945?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter,./record/21182?highlight=*:*
Abstract Composition with Red Squares and Crosses (1976),Gordon MacDonald,./record/122694?highlight=*:*
Model in Studio (Circa 1962),Lesley M. Johns,./record/122923?highlight=*:*
Untitled,Jean M. A. Conacher,./record/112354?highlight=*:*
Untitled (1971),Alan Brown,./record/22020?highlight=*:*
Untitled (2014),Rachel Hill,./record/47451?highlight=*:*
Seated Female Nude (1954),Ruth Illingworth,./record/20935?highlight=*:*
Unknown (Unknown),Unknown,./record/21903?highlight=*:*
Reclining Male Nude (1956),Ballantyne,./record/21244?highlight=*:*
Pattern darned sample,Unknown,./record/102690?highlight=*:*
Unknown (JAN 1984),Moyna Flannigan,./record/50404?highlight=*:*
Portrait of an Elderly Man (1956),J Salter,./record/21190?highlight=*:*
Portrait of a Bearded Man (Circa 1960),Derek Shiel,./record/20939?highlight=*:*
A Window in an Interior,Morrison,./record/122707?highlight=*:*
Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,./record/54748?highlight=*:*
Untitled (1983),Robert Rivers,./record/99810?highlight=*:*
Co-operation and emulation not competition i. (2024),Eilidh McKeown,./record/123748?highlight=*:*
Still Life - Fish (1961),Thora Clyne,./record/22640?highlight=*:*
Untitled (Unknown),Zoë Telford,./record/21619?highlight=*:*
Composition with Hanging Black Jacket and Skirt (1987),Margaret June Redfern,./record/122791?highlight=*:*
Striding Male Nude (Circa 1939),Ian R McRobbie,./record/21062?highlight=*:*
Car Interior,Elise Brown,./record/21495?highlight=*:*
Untitled (May 1987),Annabel Keatley,./record/21568?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger,./record/21276?highlight=*:*
Untitled,Dr Ainslie Yule,./record/99533?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson,./record/22727?highlight=*:*
Still Life Beside Window (1955),Elizabeth Blackadder,./record/20738?highlight=*:*
Reclining Female Nude (1967),Helen Pollock,./record/20772?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20703?highlight=*:*
Not For Gain (2016),Daisy Lafarge,./record/99238?highlight=*:*
Plate (1920s),Emma Gillies,./record/53705?highlight=*:*
Reclining Female Nude (1953),Iain West,./record/20783?highlight=*:*
Black Rock (1983),Wendy McMurdo,./record/21592?highlight=*:*
Unknown (1964),Ian Patterson,./record/53582?highlight=*:*
Charioteer facing right,NA,./record/20660?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,./record/50613?highlight=*:*
Portrait of a Woman in a Green-Checked Blouse (1952),Annette G B Ronald,./record/22698?highlight=*:*
Part Piece,Christopher Nugent,./record/122752?highlight=*:*
Untitled,Peter Pretsell,./record/99793?highlight=*:*
Untitled (1983-1984),Moyna Flannigan,./record/21915?highlight=*:*
Untitled (Unknown),Paul Furneaux,./record/21780?highlight=*:*
Reclining goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,./record/20631?highlight=*:*
Plate (1920s),Emma Gillies,./record/53706?highlight=*:*
Untitled (Unknown),Unknown,./record/21567?highlight=*:*
Saucer,Emma Gillies,./record/53667?highlight=*:*
Nun with Two Workmen in a Country Landscape,Unknown,./record/22557?highlight=*:*
Unknown (1965-1966),George Donald,./record/50376?highlight=*:*
Ples (1983),Boris Bućan,./record/22472?highlight=*:*
Standing Male Nude (1959),Lys Hansen,./record/20955?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,./record/20697?highlight=*:*
Standing Female Nude (1958),Jacqueline A N Stieger,./record/122776?highlight=*:*
Reclining Female Nude (1959),Jean I. Beattie,./record/20922?highlight=*:*
Jalvation cocktail (Green) (2007),David Abbott,./record/99888?highlight=*:*
Untitled - Nude Female Lying on a Patterned Bed (1967),Kevin Maguire,./record/99358?highlight=*:*
Lid (1920s),Emma Gillies,./record/122075?highlight=*:*
Landscape with City in background (1958-1959),Peter Standen,./record/20793?highlight=*:*
Portrait of Woman with Hand on her Head (1950),Ailsa Robertson,./record/20803?highlight=*:*
Unknown (1960),Robin E. Bownass,./record/50604?highlight=*:*
Untitled (1966),Jean Selby,./record/22478?highlight=*:*
Untitled (Unknown),Unknown,./record/99959?highlight=*:*
Seated Nude (1953),Robert L Thomson,./record/21121?highlight=*:*
Unknown (1963),Ruth Walker,./record/50504?highlight=*:*
Red Sky at Night (1968),James H. Fairgrieve,./record/22678?highlight=*:*
Seated Female Nude (1957),Duncan Thomson,./record/21103?highlight=*:*
Oval plate (1920s),Emma Gillies,./record/53730?highlight=*:*
Reclining Male Nude (1960),Jean Cochrane,./record/53521?highlight=*:*
The Bric-A-Brac Shop (Circa 1960),Vivien Alexander,./record/122839?highlight=*:*
Abstract,V. Constant,./record/111447?highlight=*:*
Aphrodite and Eros East Frieze of the Parthenon,NA,./record/20683?highlight=*:*
Still Life with Table and Bottles,Unknown,./record/122901?highlight=*:*
Plate (1920s),Emma Gillies,./record/53707?highlight=*:*
Striding Male Nude (1950),Alexander F Mitchell,./record/21054?highlight=*:*
Couple Drinking Tea (01 MAY 1961),John C Mark Jones,./record/99259?highlight=*:*
Poirtrait of a Man (possibly),Anthony Sinclair,./record/21440?highlight=*:*
Virgin and Child (statuette head of child missing) (Unknown),Unknown,./record/20559?highlight=*:*
Untitled (1963),Leslie Allan,./record/22012?highlight=*:*
Scapa Flow (1982),Reinhard Behrens,./record/21665?highlight=*:*
Male Nude at Wash Bowl (recto) (1946),Unknown,./record/22649?highlight=*:*
Teacup,Emma Gillies,./record/53647?highlight=*:*
Untitled (1983),Andrew Arnott,./record/21824?highlight=*:*
Four Standing Male Nudes (1960),Derek Shiel,./record/20816?highlight=*:*
Studies of Cliffs (15 APR 1961),John Picking,./record/111036?highlight=*:*
View of a House,Lynne Coyle,./record/21493?highlight=*:*
Portrait of a Man,Donald Whyte,./record/21475?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20723?highlight=*:*
Untitled (Unknown),Unknown,./record/99958?highlight=*:*
Unknown (Unknown),Unknown,./record/21550?highlight=*:*
Loading Cargo (1984),Gwyneth M. Leech,./record/21902?highlight=*:*
Untitled (Unknown),Margaret Clyde,./record/21855?highlight=*:*
Seated Female Nude (1939-1940),James Gordon,./record/21095?highlight=*:*
Standing Male Nude (1959),Gwen Reilly,./record/21152?highlight=*:*
Untitled (Unknown),Unknown,./record/21571?highlight=*:*
Townscape with Mountains (1948),Mieczyslaw T. Janikowski,./record/21422?highlight=*:*
Unknown,Unknown,./record/53551?highlight=*:*
Street Scene with Cars (1965),Laura McPherson,./record/99393?highlight=*:*
Untitled (1963),Leslie Allan,./record/99383?highlight=*:*
Horses of Helios from East Pediment,NA,./record/20635?highlight=*:*
untitled (1961),James T Carlyle,./record/21760?highlight=*:*
The Boston-Edinburgh Portfolio II (2006),Unknown,./record/99855?highlight=*:*
Figure with Hanging Clothes (1971),Dorothy W. Baillie,./record/22553?highlight=*:*
Cast Study of Dead Christ from Michelangelo's 'Pieta',Leonard I. H. Gray,./record/53485?highlight=*:*
Idyll,Unknown,./record/21200?highlight=*:*
Profile of Standing Male Nude with Staff,Alastair Fairweather,./record/50425?highlight=*:*
Standing Female Nude (1957),Morag Cuthbertson,./record/20965?highlight=*:*
Cantilever Ring (2013),Sally Morrison,./record/21310?highlight=*:*
Still Life Table (Circa 1965),Roy M. W. Cameron,./record/22616?highlight=*:*
Untitled (1989),Jane R. Nicoll,./record/22566?highlight=*:*
125 (2015),Mark Osborne,./record/53772?highlight=*:*
Reverse Reserve (1975),Gordon Mitchell,./record/22522?highlight=*:*
Reclining Nude,Doreen Taylor,./record/122774?highlight=*:*
Portrait of a Woman (1959),William D. MacKay,./record/22715?highlight=*:*
Unknown,Ian Paterson,./record/53548?highlight=*:*
Portrait of a Young Man (1950),Norman Nisbet,./record/21074?highlight=*:*
Standing Female Nude,Vincent Butler,./record/21261?highlight=*:*
Landscape (1987),Brian Godley,./record/112496?highlight=*:*
3.a Clarendon serif (1972),Anthony Benjamin,./record/21670?highlight=*:*
Unknown (1949),Betty Elston,./record/50584?highlight=*:*
Standing Female Nude and Stool (1960s),Catherine Beanchop/ Banchop,./record/21269?highlight=*:*
Unknown (1963),Alexander Wilson,./record/53592?highlight=*:*
Standing Female Nude (1958),Bertha Roxburgh,./record/21150?highlight=*:*
Untitled (1966),Norman Orr,./record/22479?highlight=*:*
